,Corporeality,Sliminess,Intellect,Hostility,Grotesqueness,Exorcist Hired,Cost of Exorcism (sp)
17123,17,12,26,67,45,Demon Destroyers,3706
17124,34,67,71,72,76,Entity Eliminators,5325
17125,78,70,93,55,78,Mundanifying Mystics,2502
17126,15,18,9,36,15,Mundanifying Mystics,3948
17127,7,12,44,20,47,Wraith Wranglers,2102
17128,61,41,86,76,74,Entity Eliminators,3599
17129,67,90,95,75,70,Entity Eliminators,4038
17130,51,68,80,70,59,Demon Destroyers,3256
17131,24,24,9,39,31,Wraith Wranglers,4349
17132,55,27,21,12,46,Mundanifying Mystics,3234
17133,19,21,4,40,35,Spectre Slayers,970
17134,63,67,57,60,49,Spectre Slayers,3876
17135,36,19,38,30,61,Mundanifying Mystics,3533
17136,65,43,80,60,38,Entity Eliminators,4392
17137,75,80,38,71,84,Demon Destroyers,4789
17138,72,80,15,68,71,Spectre Slayers,962
17139,43,16,20,60,25,Mundanifying Mystics,3758
17140,39,69,42,70,69,Entity Eliminators,6171
17141,76,37,79,74,77,Demon Destroyers,4129
17142,59,75,62,70,69,Wraith Wranglers,6038
17143,21,21,62,11,18,Wraith Wranglers,1205
17144,38,62,11,22,24,Phantom Pummelers,3864
17145,60,56,52,84,64,Demon Destroyers,4470
17146,50,28,35,67,48,Demon Destroyers,4254
17147,22,30,22,45,52,Phantom Pummelers,2676
17148,85,69,50,38,59,Demon Destroyers,4000
17149,51,42,48,27,29,Entity Eliminators,2089
17150,31,33,36,34,53,Demon Destroyers,4553
17151,47,78,83,17,39,Wraith Wranglers,2663
17152,21,22,23,32,32,Phantom Pummelers,1592
17153,32,21,76,41,68,Entity Eliminators,2975
17154,71,53,48,71,68,Phantom Pummelers,3090
17155,26,23,12,17,22,Mundanifying Mystics,3800
17156,87,83,60,84,58,Phantom Pummelers,4360
17157,36,31,64,12,22,Demon Destroyers,1719
17158,52,61,70,71,51,Demon Destroyers,2993
17159,26,21,38,17,16,Demon Destroyers,1166
17160,42,43,22,44,51,Phantom Pummelers,3822
17161,25,28,61,18,30,Entity Eliminators,1807
17162,75,85,39,83,84,Phantom Pummelers,3224
17163,71,76,21,54,28,Mundanifying Mystics,3854
17164,23,11,46,33,26,Mundanifying Mystics,3548
17165,66,58,85,69,84,Demon Destroyers,6137
17166,46,55,46,16,21,Demon Destroyers,999
17167,37,14,17,15,44,Spectre Slayers,2071
17168,11,42,14,68,40,Wraith Wranglers,3886
17169,71,61,86,77,76,Spectre Slayers,4994
17170,25,22,13,23,45,Entity Eliminators,2426
17171,54,50,88,82,83,Phantom Pummelers,4403
17172,59,26,32,37,26,Mundanifying Mystics,1959
17173,75,51,69,85,51,Mundanifying Mystics,2870
17174,94,75,76,84,85,Wraith Wranglers,4845
17175,41,23,29,14,20,Mundanifying Mystics,3621
17176,64,39,57,76,78,Demon Destroyers,4851
17177,46,56,25,25,25,Wraith Wranglers,3007
17178,62,75,57,74,65,Mundanifying Mystics,2564
17179,67,67,41,71,68,Demon Destroyers,3808
17180,66,62,75,88,48,Phantom Pummelers,2394
17181,67,71,37,69,69,Entity Eliminators,4412
17182,22,27,46,12,7,Entity Eliminators,1256
17183,32,39,48,64,48,Phantom Pummelers,2920
17184,72,60,67,87,64,Spectre Slayers,5709
17185,38,47,11,37,31,Wraith Wranglers,2029
17186,19,27,9,34,47,Phantom Pummelers,2827
17187,36,54,74,29,62,Mundanifying Mystics,2793
17188,34,28,52,35,15,Demon Destroyers,1726
17189,38,46,53,34,14,Mundanifying Mystics,2076
17190,68,67,75,75,83,Demon Destroyers,4626
17191,44,60,53,33,59,Demon Destroyers,3981
17192,79,83,70,88,71,Spectre Slayers,3148
17193,27,9,39,22,26,Phantom Pummelers,1252
17194,56,59,58,54,68,Phantom Pummelers,4520
17195,71,86,89,51,56,Mundanifying Mystics,2578
17196,39,61,10,74,13,Entity Eliminators,2118
17197,81,54,68,79,64,Entity Eliminators,3156
17198,27,20,16,25,44,Wraith Wranglers,1685
17199,67,66,75,76,78,Phantom Pummelers,2789
17200,37,63,86,70,69,Spectre Slayers,6591
17201,15,30,21,31,48,Phantom Pummelers,2683
17202,71,53,76,52,70,Entity Eliminators,4274
17203,41,20,30,34,22,Wraith Wranglers,2372
17204,57,61,61,18,24,Spectre Slayers,4624
17205,55,67,67,21,43,Mundanifying Mystics,2126
17206,91,76,61,57,83,Entity Eliminators,4369
17207,80,83,35,73,85,Mundanifying Mystics,3404
17208,40,62,65,85,69,Demon Destroyers,6355
17209,34,66,71,21,34,Wraith Wranglers,2793
17210,65,62,65,88,49,Demon Destroyers,3734
17211,32,15,59,58,54,Wraith Wranglers,4754
17212,15,8,20,33,48,Entity Eliminators,1530
17213,17,45,19,36,14,Phantom Pummelers,2328
17214,39,31,83,56,48,Mundanifying Mystics,4072
17215,58,71,23,5,30,Mundanifying Mystics,3388
17216,53,40,40,86,54,Demon Destroyers,4027
17217,62,37,7,59,28,Demon Destroyers,2259
17218,27,62,61,78,58,Phantom Pummelers,4984
17219,63,40,77,38,71,Entity Eliminators,5594
17220,34,21,31,15,18,Wraith Wranglers,1467
17221,78,72,61,87,86,Demon Destroyers,4559
17222,49,65,38,66,41,Demon Destroyers,3299
17223,70,78,40,84,80,Entity Eliminators,4124
17224,23,37,3,22,21,Demon Destroyers,1498
17225,39,41,20,33,41,Wraith Wranglers,2728
17226,27,14,37,30,34,Spectre Slayers,2771
17227,67,71,77,59,78,Demon Destroyers,6020
17228,82,57,67,86,60,Phantom Pummelers,5017
17229,25,8,46,15,26,Wraith Wranglers,1690
17230,43,54,62,46,38,Mundanifying Mystics,2190
17231,56,65,77,76,48,Mundanifying Mystics,2680
17232,73,68,73,67,84,Spectre Slayers,6807
17233,60,69,52,88,69,Demon Destroyers,5995
17234,74,59,89,77,55,Demon Destroyers,2992
17235,60,59,45,91,67,Entity Eliminators,6488
17236,51,70,60,51,43,Phantom Pummelers,4188
17237,44,72,68,72,78,Mundanifying Mystics,4270
17238,41,20,22,29,29,Phantom Pummelers,1212
17239,81,83,82,75,77,Mundanifying Mystics,3309
17240,24,20,34,53,21,Phantom Pummelers,1153
17241,45,35,11,21,12,Mundanifying Mystics,2985
17242,43,46,14,21,17,Demon Destroyers,1781
17243,27,20,2,56,9,Demon Destroyers,1131
17244,77,82,77,53,73,Spectre Slayers,5518
17245,56,62,22,53,29,Mundanifying Mystics,3132
17246,29,34,9,89,23,Wraith Wranglers,5009
17247,11,23,29,39,16,Spectre Slayers,2936
17248,20,30,34,42,27,Phantom Pummelers,2133
17249,41,52,18,11,26,Mundanifying Mystics,2795
17250,67,76,85,64,54,Phantom Pummelers,5604
17251,80,71,53,79,74,Entity Eliminators,6286
17252,14,35,31,50,17,Entity Eliminators,874
17253,30,64,57,35,40,Entity Eliminators,2495
17254,18,32,15,26,12,Demon Destroyers,1052
17255,39,68,75,8,20,Wraith Wranglers,1821
17256,30,14,27,45,41,Mundanifying Mystics,3780
17257,45,24,9,27,24,Phantom Pummelers,2189
17258,18,29,11,22,20,Phantom Pummelers,2167
17259,65,29,18,75,56,Wraith Wranglers,7871
17260,24,17,33,14,8,Demon Destroyers,1207
17261,44,73,89,57,67,Mundanifying Mystics,1902
17262,23,17,11,62,24,Phantom Pummelers,1356
17263,62,68,54,82,51,Wraith Wranglers,7633
17264,66,62,84,17,62,Entity Eliminators,3958
17265,50,82,46,60,35,Mundanifying Mystics,2839
17266,45,69,90,61,43,Wraith Wranglers,3451
17267,33,38,18,50,36,Spectre Slayers,1735
17268,14,28,29,12,37,Entity Eliminators,815
17269,18,16,24,46,30,Spectre Slayers,1925
17270,46,55,43,77,76,Entity Eliminators,2328
17271,22,32,15,75,58,Demon Destroyers,2943
17272,72,80,58,72,67,Phantom Pummelers,6269
17273,41,20,23,40,45,Entity Eliminators,3494
17274,45,32,17,19,21,Demon Destroyers,1399
17275,65,74,87,88,55,Mundanifying Mystics,1808
17276,49,48,32,24,30,Mundanifying Mystics,2110
17277,22,48,34,59,56,Mundanifying Mystics,2479
17278,52,39,34,64,24,Spectre Slayers,2782
17279,75,88,64,62,70,Entity Eliminators,5497
17280,79,71,30,90,74,Demon Destroyers,3494
17281,74,66,50,90,43,Demon Destroyers,2380
17282,22,17,6,59,33,Wraith Wranglers,3021
17283,75,81,82,58,79,Entity Eliminators,4209
17284,45,29,43,22,59,Mundanifying Mystics,4993
17285,28,47,15,16,12,Mundanifying Mystics,3052
17286,69,69,82,75,79,Spectre Slayers,4830
17287,78,79,84,78,58,Mundanifying Mystics,3105
17288,31,34,36,14,16,Entity Eliminators,1025
17289,15,40,14,26,40,Entity Eliminators,1064
17290,67,59,78,33,67,Wraith Wranglers,3081
17291,54,85,80,32,36,Mundanifying Mystics,2233
17292,20,23,5,15,13,Spectre Slayers,1587
17293,19,20,63,42,20,Phantom Pummelers,2668
17294,57,30,19,46,26,Demon Destroyers,2378
17295,56,87,72,89,64,Wraith Wranglers,5347
17296,56,76,88,87,70,Spectre Slayers,5331
17297,73,84,50,46,64,Spectre Slayers,2807
17298,46,23,8,43,52,Phantom Pummelers,1504
17299,47,59,86,23,50,Entity Eliminators,3850
17300,37,65,67,78,77,Entity Eliminators,3187
17301,16,33,23,26,13,Demon Destroyers,1022
17302,13,41,25,36,26,Demon Destroyers,2216
17303,70,76,47,81,75,Mundanifying Mystics,2299
17304,56,73,31,19,31,Spectre Slayers,3519
17305,20,6,30,19,44,Entity Eliminators,2023
17306,42,20,23,78,28,Spectre Slayers,2015
17307,50,46,52,15,52,Mundanifying Mystics,2026
17308,46,18,56,37,15,Spectre Slayers,2764
17309,23,25,66,36,30,Demon Destroyers,2213
17310,30,19,16,7,25,Phantom Pummelers,1844
17311,49,64,39,79,74,Entity Eliminators,2930
17312,31,25,80,11,63,Mundanifying Mystics,3168
17313,48,51,77,73,71,Entity Eliminators,5544
17314,44,47,85,86,65,Mundanifying Mystics,2996
17315,54,62,79,48,66,Mundanifying Mystics,2249
17316,34,38,69,78,66,Entity Eliminators,3174
17317,25,47,23,22,15,Mundanifying Mystics,2290
17318,64,29,34,22,40,Spectre Slayers,2933
17319,43,23,19,42,11,Spectre Slayers,1830
17320,67,79,59,85,73,Demon Destroyers,4477
17321,53,43,62,53,33,Phantom Pummelers,2819
17322,59,26,6,33,32,Entity Eliminators,2032
17323,56,33,6,52,44,Phantom Pummelers,2154
17324,71,56,79,78,79,Demon Destroyers,5100
17325,64,69,74,83,82,Wraith Wranglers,5973
17326,20,41,7,27,36,Wraith Wranglers,2237
17327,51,48,32,29,43,Wraith Wranglers,2357
17328,52,63,60,79,77,Demon Destroyers,4346
17329,8,25,11,25,12,Wraith Wranglers,2248
17330,60,78,72,56,74,Mundanifying Mystics,1989
17331,42,23,20,22,23,Phantom Pummelers,1435
17332,32,52,81,79,57,Spectre Slayers,3973
17333,34,54,22,8,17,Demon Destroyers,1623
17334,71,73,88,90,59,Entity Eliminators,3214
17335,36,50,25,29,25,Mundanifying Mystics,4652
17336,51,19,31,15,74,Demon Destroyers,4079
17337,62,60,79,61,76,Wraith Wranglers,6701
17338,36,29,49,73,50,Wraith Wranglers,3496
17339,23,14,23,10,16,Phantom Pummelers,1586
17340,58,36,46,84,52,Wraith Wranglers,6796
17341,56,22,34,26,18,Entity Eliminators,1844
17342,33,34,18,13,46,Demon Destroyers,3841
17343,17,28,17,7,17,Mundanifying Mystics,2494
17344,45,19,6,17,27,Wraith Wranglers,2100
17345,25,15,42,26,17,Spectre Slayers,4348
17346,17,20,58,36,33,Mundanifying Mystics,2320
17347,21,21,37,18,53,Phantom Pummelers,1641
17348,12,8,26,17,12,Phantom Pummelers,1618
17349,64,52,70,80,52,Spectre Slayers,5174
17350,79,75,57,74,70,Demon Destroyers,3749
17351,63,75,72,73,52,Demon Destroyers,4222
17352,74,77,71,7,45,Wraith Wranglers,1798
17353,34,57,73,12,60,Demon Destroyers,3061
17354,73,80,10,71,86,Entity Eliminators,2664
17355,30,19,33,24,36,Demon Destroyers,2079
17356,35,15,19,18,47,Demon Destroyers,2889
17357,55,22,51,91,18,Mundanifying Mystics,4921
17358,44,65,46,48,66,Mundanifying Mystics,3353
17359,41,66,78,68,30,Demon Destroyers,2053
17360,43,66,51,79,56,Mundanifying Mystics,2641
17361,66,62,86,47,71,Phantom Pummelers,4317
17362,23,16,21,29,24,Wraith Wranglers,2385
17363,33,24,56,70,40,Phantom Pummelers,2585
17364,58,43,17,17,25,Phantom Pummelers,2024
17365,48,30,11,24,30,Spectre Slayers,1323
17366,46,51,55,24,13,Entity Eliminators,4944
17367,42,57,53,15,23,Mundanifying Mystics,3276
17368,21,10,58,61,14,Mundanifying Mystics,2699
17369,71,59,71,37,60,Entity Eliminators,3066
17370,29,13,40,39,38,Wraith Wranglers,2738
17371,55,20,36,26,30,Demon Destroyers,1836
17372,58,74,59,70,78,Phantom Pummelers,3561
17373,46,70,67,75,71,Entity Eliminators,2073
17374,15,21,26,26,58,Demon Destroyers,3790
17375,10,24,24,37,46,Entity Eliminators,1331
17376,50,71,16,21,34,Demon Destroyers,2573
17377,70,63,57,66,39,Phantom Pummelers,3975
17378,60,71,67,70,82,Demon Destroyers,7074
17379,17,15,11,21,18,Phantom Pummelers,1123
17380,78,77,38,67,39,Entity Eliminators,2777
17381,46,51,68,81,72,Wraith Wranglers,5773
17382,48,59,81,90,65,Entity Eliminators,5144
17383,47,33,13,72,32,Mundanifying Mystics,4695
17384,76,68,90,70,64,Mundanifying Mystics,2716
17385,71,62,88,44,55,Phantom Pummelers,3639
17386,79,71,81,82,44,Phantom Pummelers,5480
17387,30,52,83,57,23,Mundanifying Mystics,2701
17388,40,17,16,58,42,Demon Destroyers,2241
17389,68,70,85,84,69,Mundanifying Mystics,3788
17390,42,20,22,6,18,Mundanifying Mystics,3273
17391,33,51,8,17,26,Demon Destroyers,1234
17392,43,41,21,37,47,Demon Destroyers,2994
17393,38,40,15,14,16,Mundanifying Mystics,3574
17394,10,41,74,21,33,Spectre Slayers,3336
17395,40,27,38,19,33,Spectre Slayers,2669
17396,60,47,27,22,20,Demon Destroyers,1552
17397,80,53,50,15,20,Mundanifying Mystics,3630
17398,40,26,10,63,58,Mundanifying Mystics,3462
17399,59,28,69,11,25,Entity Eliminators,2537
17400,61,57,70,83,78,Demon Destroyers,3943
17401,65,78,78,71,79,Mundanifying Mystics,2741
17402,42,28,6,28,72,Mundanifying Mystics,2670
17403,30,43,46,31,17,Wraith Wranglers,2630
17404,74,78,69,55,70,Demon Destroyers,4098
17405,73,49,52,67,80,Demon Destroyers,6187
17406,51,39,18,48,29,Phantom Pummelers,2053
17407,69,68,76,57,76,Entity Eliminators,3575
17408,38,20,28,51,15,Demon Destroyers,1476
17409,87,59,80,86,71,Entity Eliminators,5326
17410,49,73,57,60,59,Spectre Slayers,4038
17411,70,60,62,55,72,Demon Destroyers,3423
17412,57,38,90,78,70,Wraith Wranglers,6418
17413,23,21,37,38,20,Demon Destroyers,2621
17414,79,60,59,81,58,Phantom Pummelers,3887
17415,42,35,14,14,16,Spectre Slayers,1832
17416,39,27,52,23,55,Phantom Pummelers,1412
17417,85,76,61,54,65,Entity Eliminators,5418
17418,65,70,78,59,63,Mundanifying Mystics,1843
17419,32,23,47,12,49,Wraith Wranglers,2138
17420,40,47,12,14,16,Wraith Wranglers,2128
17421,33,27,4,47,15,Spectre Slayers,974
17422,28,34,10,7,14,Demon Destroyers,1616
17423,57,69,75,62,60,Mundanifying Mystics,2242
17424,81,52,44,50,48,Demon Destroyers,1675
17425,39,16,41,47,17,Demon Destroyers,2074
17426,69,52,84,42,55,Mundanifying Mystics,2540
17427,34,26,53,18,43,Demon Destroyers,2773
17428,60,84,72,89,70,Phantom Pummelers,6293
17429,28,49,59,53,27,Entity Eliminators,3348
17430,26,14,24,22,23,Entity Eliminators,2521
17431,37,39,9,14,18,Demon Destroyers,1726
17432,13,56,11,45,14,Demon Destroyers,1531
17433,74,72,65,79,54,Demon Destroyers,3844
17434,37,15,21,38,39,Demon Destroyers,3066
17435,55,36,25,34,32,Mundanifying Mystics,3749
17436,61,68,35,19,34,Demon Destroyers,1743
17437,52,37,22,21,27,Spectre Slayers,1900
17438,63,33,20,25,18,Entity Eliminators,1748
17439,58,73,91,83,48,Mundanifying Mystics,2752
17440,65,51,8,28,36,Mundanifying Mystics,2484
17441,31,53,38,20,9,Mundanifying Mystics,3634
17442,29,65,89,82,52,Demon Destroyers,5020
17443,71,48,79,59,73,Mundanifying Mystics,1488
17444,25,31,25,20,34,Spectre Slayers,2358
17445,26,35,19,39,15,Demon Destroyers,1646
17446,55,54,57,15,63,Mundanifying Mystics,2521
17447,28,52,26,12,37,Wraith Wranglers,1587
17448,58,72,51,91,69,Wraith Wranglers,6655
17449,22,20,6,42,41,Mundanifying Mystics,2295
17450,43,59,92,63,78,Phantom Pummelers,3188
17451,19,41,22,24,17,Mundanifying Mystics,2856
17452,25,36,5,58,35,Wraith Wranglers,3340
17453,59,51,77,48,67,Mundanifying Mystics,3812
17454,47,50,4,36,30,Wraith Wranglers,1597
17455,76,71,68,88,43,Entity Eliminators,3581
17456,25,59,7,40,16,Demon Destroyers,1837
17457,61,50,31,78,75,Phantom Pummelers,3314
17458,69,66,80,66,82,Phantom Pummelers,3550
17459,38,56,18,25,20,Entity Eliminators,2954
17460,13,12,24,15,21,Wraith Wranglers,979
17461,67,70,75,84,73,Phantom Pummelers,5848
17462,13,53,70,65,39,Wraith Wranglers,3218
17463,46,69,20,33,44,Demon Destroyers,2737
17464,46,52,11,21,33,Wraith Wranglers,2170
17465,70,86,33,64,67,Mundanifying Mystics,1700
17466,29,33,31,38,25,Demon Destroyers,1750
17467,50,64,62,75,81,Entity Eliminators,2804
17468,53,49,45,70,74,Demon Destroyers,5890
17469,11,20,19,12,18,Mundanifying Mystics,4368
17470,73,38,52,80,72,Mundanifying Mystics,3073
17471,26,14,12,24,17,Demon Destroyers,1621
17472,64,54,74,62,79,Wraith Wranglers,4968
17473,32,15,67,82,67,Spectre Slayers,4879
17474,16,50,17,47,28,Mundanifying Mystics,2384
17475,24,42,45,60,48,Entity Eliminators,2375
17476,43,22,23,75,25,Phantom Pummelers,1889
17477,29,46,24,35,21,Demon Destroyers,1677
17478,13,20,7,38,61,Mundanifying Mystics,3492
17479,57,62,70,76,58,Mundanifying Mystics,2024
17480,58,45,5,83,23,Entity Eliminators,3589
17481,21,29,37,17,17,Spectre Slayers,3081
17482,26,32,67,91,62,Demon Destroyers,3711
17483,54,25,69,23,20,Phantom Pummelers,1670
17484,38,39,43,16,33,Wraith Wranglers,2104
17485,19,35,45,28,34,Mundanifying Mystics,3852
17486,39,15,27,43,32,Phantom Pummelers,1471
17487,49,64,11,69,30,Wraith Wranglers,3328
17488,14,9,22,18,24,Mundanifying Mystics,3108
17489,19,29,12,33,50,Mundanifying Mystics,3924
17490,78,79,73,69,76,Spectre Slayers,5155
17491,53,41,65,70,50,Mundanifying Mystics,3458
17492,10,19,31,22,10,Spectre Slayers,3062
17493,41,35,68,25,34,Entity Eliminators,3151
17494,29,16,29,32,39,Phantom Pummelers,2063
17495,68,52,73,56,81,Wraith Wranglers,6758
17496,16,17,26,19,19,Wraith Wranglers,2658
17497,31,19,27,31,30,Spectre Slayers,2392
17498,39,68,90,70,80,Entity Eliminators,4627
17499,16,25,65,17,16,Wraith Wranglers,1650
17500,67,37,60,50,26,Mundanifying Mystics,3707
17501,20,28,40,4,37,Phantom Pummelers,2923
17502,55,67,89,86,65,Entity Eliminators,6074
17503,32,51,80,70,34,Entity Eliminators,5943
17504,77,46,87,58,70,Demon Destroyers,2168
17505,67,23,29,26,24,Entity Eliminators,2050
17506,37,71,11,27,62,Demon Destroyers,3515
17507,73,72,87,85,68,Mundanifying Mystics,2178
17508,44,26,11,61,28,Entity Eliminators,1746
17509,12,12,11,20,20,Demon Destroyers,2052
17510,61,65,73,76,84,Spectre Slayers,5139
17511,59,53,23,37,32,Mundanifying Mystics,3975
17512,68,78,34,88,62,Mundanifying Mystics,2634
17513,61,75,76,92,66,Demon Destroyers,4955
17514,73,57,88,68,77,Wraith Wranglers,4551
17515,62,48,67,48,62,Entity Eliminators,4388
17516,57,45,79,65,84,Mundanifying Mystics,1979
17517,26,26,62,48,23,Demon Destroyers,1365
17518,50,39,62,37,68,Demon Destroyers,3243
17519,37,24,32,70,15,Mundanifying Mystics,5436
17520,38,44,9,56,73,Demon Destroyers,4633
17521,34,24,22,42,17,Spectre Slayers,2088
17522,54,74,68,69,36,Demon Destroyers,2301
17523,71,81,84,70,62,Demon Destroyers,4003
17524,34,65,26,32,29,Mundanifying Mystics,4009
17525,73,39,74,74,67,Demon Destroyers,5355
17526,67,79,77,79,80,Entity Eliminators,4728
17527,18,29,41,10,33,Mundanifying Mystics,4663
17528,78,67,77,61,33,Entity Eliminators,5017
17529,51,77,86,82,72,Spectre Slayers,6661
17530,16,19,52,19,41,Phantom Pummelers,1257
17531,84,89,61,86,80,Mundanifying Mystics,4195
17532,62,74,44,38,68,Entity Eliminators,5292
17533,40,47,15,50,22,Wraith Wranglers,3169
17534,62,78,75,65,48,Wraith Wranglers,3655
17535,59,64,71,45,45,Phantom Pummelers,5393
17536,73,83,29,85,32,Mundanifying Mystics,1919
17537,70,75,89,80,59,Wraith Wranglers,4816
17538,19,65,20,50,8,Phantom Pummelers,3305
17539,31,23,42,56,38,Spectre Slayers,3137
17540,56,75,76,71,71,Demon Destroyers,6035
17541,65,77,89,75,57,Entity Eliminators,4154
17542,49,69,67,79,47,Phantom Pummelers,5103
17543,85,61,70,84,53,Mundanifying Mystics,1328
17544,45,62,63,52,72,Wraith Wranglers,2836
17545,65,38,69,92,59,Mundanifying Mystics,3051
17546,28,23,55,18,23,Demon Destroyers,1956
17547,28,28,32,83,66,Spectre Slayers,1744
17548,81,79,95,85,60,Demon Destroyers,3862
17549,80,67,74,83,88,Phantom Pummelers,4507
17550,22,35,22,13,12,Mundanifying Mystics,4959
17551,15,11,8,25,26,Mundanifying Mystics,1805
17552,15,32,34,9,36,Wraith Wranglers,905
17553,55,73,71,85,45,Phantom Pummelers,3579
17554,50,56,35,73,33,Spectre Slayers,2591
17555,57,55,51,84,85,Wraith Wranglers,4474
17556,15,22,16,27,19,Mundanifying Mystics,3237
17557,18,44,14,26,18,Wraith Wranglers,2438
17558,35,70,51,58,56,Phantom Pummelers,4313
17559,24,68,28,18,38,Mundanifying Mystics,4470
17560,88,82,47,71,43,Demon Destroyers,3076
17561,69,50,59,49,29,Mundanifying Mystics,3959
17562,43,34,33,52,27,Entity Eliminators,3691
17563,28,44,15,39,21,Mundanifying Mystics,3523
17564,80,72,85,53,80,Mundanifying Mystics,2536
17565,35,62,13,22,16,Demon Destroyers,1795
17566,38,59,50,61,50,Mundanifying Mystics,1323
17567,32,18,14,11,28,Wraith Wranglers,1144
17568,38,12,13,19,23,Phantom Pummelers,1223
17569,81,43,89,78,87,Entity Eliminators,3104
17570,21,21,21,29,43,Demon Destroyers,2987
17571,39,28,22,40,23,Entity Eliminators,2439
17572,23,13,4,19,23,Mundanifying Mystics,3549
17573,57,55,19,58,38,Demon Destroyers,2131
17574,51,27,7,77,50,Spectre Slayers,1445
17575,30,23,6,8,37,Phantom Pummelers,2564
17576,36,51,41,85,15,Wraith Wranglers,6865
17577,29,52,13,41,53,Mundanifying Mystics,2448
17578,36,50,11,16,40,Mundanifying Mystics,2522
17579,47,69,35,58,72,Demon Destroyers,5540
17580,74,70,63,75,79,Entity Eliminators,4993
17581,32,10,16,29,36,Entity Eliminators,1522
17582,58,38,30,21,34,Entity Eliminators,2126
17583,19,24,34,19,22,Demon Destroyers,1657
17584,10,67,77,53,33,Mundanifying Mystics,3905
17585,37,21,11,51,33,Phantom Pummelers,1340
17586,25,36,24,19,26,Demon Destroyers,1254
17587,26,19,22,40,34,Demon Destroyers,2031
17588,70,81,85,87,77,Demon Destroyers,4410
17589,50,75,39,76,82,Demon Destroyers,5808
17590,70,73,50,72,50,Spectre Slayers,4352
17591,30,14,10,21,24,Mundanifying Mystics,3112
17592,56,44,71,89,71,Spectre Slayers,4379
17593,34,36,51,61,80,Spectre Slayers,3459
17594,75,60,74,82,79,Phantom Pummelers,3134
17595,73,59,63,83,69,Phantom Pummelers,5195
17596,55,74,3,79,53,Phantom Pummelers,3509
17597,61,68,91,60,70,Demon Destroyers,3776
17598,59,76,44,57,52,Demon Destroyers,2471
17599,41,29,3,32,71,Mundanifying Mystics,1467
17600,88,82,61,90,74,Phantom Pummelers,3607
